alias,id,variation-id,name2>text
SoulFighter_Attack_escape_Item6_Var1_Inhalation,35073,1,Second Wind
SoulFighter_Force_escape_Item6_Var1,35074,1,Second Wind
SoulFighter_Force_escape_Item6_Var1_Mount,35075,1,Second Wind
SoulFighter_Force_escape_Item6_Var1_Catch,35076,1,Second Wind
SoulFighter_Force_escape_Item6_Var1_Inhalation,35077,1,Second Wind
SoulFighter_Attack_escape_Item6_Var2,35078,1,Second Wind
SoulFighter_Attack_escape_Item6_Var2_Mount,35079,1,Second Wind
SoulFighter_Attack_escape_Item6_Var2_Catch,35080,1,Second Wind
SoulFighter_Attack_escape_Item6_Var2_Inhalation,35081,1,Second Wind
SoulFighter_Force_escape_Item6_Var2,35082,1,Second Wind
SoulFighter_Force_escape_Item6_Var2_Mount,35083,1,Second Wind
SoulFighter_Force_escape_Item6_Var2_Catch,35084,1,Second Wind
SoulFighter_Force_escape_Item6_Var2_Inhalation,35085,1,Second Wind
SoulFighter_Attack_escape_Item6_Var3,35086,1,Second Wind
SoulFighter_Attack_escape_Item6_Var3_Mount,35087,1,Second Wind
SoulFighter_Attack_escape_Item6_Var3_Catch,35088,1,Second Wind
SoulFighter_Attack_escape_Item6_Var3_Inhalation,35089,1,Second Wind
SoulFighter_Force_escape_Item6_Var3,35090,1,Second Wind
SoulFighter_Force_escape_Item6_Var3_Mount,35091,1,Second Wind
SoulFighter_Force_escape_Item6_Var3_Catch,35092,1,Second Wind
SoulFighter_Force_escape_Item6_Var3_Inhalation,35093,1,Second Wind
SoulFighter_Attack_DownBackStep_Item6_Var1,35100,1,Retreat
SoulFighter_Attack_DownBackStep_Item6_Var2,35101,1,Retreat
SoulFighter_Attack_DownBackStep_Item6_Var3,35102,1,Retreat
SoulFighter_Attack_DownBackStep_Item7_Var1,35103,1,Retreat
SoulFighter_Attack_DownBackStep_Item7_Var2,35104,1,Retreat
SoulFighter_Attack_DownBackStep_Item7_Var3,35105,1,Retreat
SoulFighter_Attack_BackStep_Item8_Var1,35110,1,Backstep
SoulFighter_Attack_BackStep_Item8_Var2,35111,1,Backstep
SoulFighter_Attack_BackStep_Item8_Var3,35112,1,Backstep
SoulFighter_Attack_Violently_Item9_Var1,35120,1,Extreme Dragonfury
SoulFighter_Attack_Violently_Item9_Var1_combo1,35121,1,Extreme Dragonfury
SoulFighter_Attack_Violently_Item9_Var1_combo2,35122,1,Extreme Dragonfury
SoulFighter_Attack_Violently_Item9_Var1_combo3,35123,1,Extreme Dragonfury
SoulFighter_Attack_Violently_Item9_Var1_combo4,35124,1,Extreme Dragonfury
Common_Bounce,65000,1,
Common_Act_Sprint_Lv1,65001,1,Sprint
Common_Act_AirDash_Lv1,65002,1,Ride Dragon Pulse
Common_Act_Glide_Lv1,65003,1,Glide
Common_Act_Drift_Lv1,65004,1,Water Dash
Common_Act_Dive_Lv1,65005,1,Dive
Common_Act_Boost_Lv1,65006,1,Air Dash
Common_Act_WallRun_Lv1,65007,1,Wall Dash
Common_Act_EventJump_Lv1,65008,1,Vault
Common_Act_RocketStart_Lv1,65009,1,Surge
Common_Act_HyperMove_Lv1,65010,1,Windwalk - Stage 1
Common_Act_Dispel_fast_freezing,65013,1,Release
Common_IceJump,65014,1,Infinite Jump
Common_Duel_Tag,65021,1,Tag Team
Common_Duel_Interference,65022,1,Interfere
Common_CrowdControl_Lv11,65023,1,Debuff
Common_CrowdControl_Lv11_back,65024,1,Return
Common_Immune_Lv11,65025,1,Party Skill
Common_Immune_Lv11_back,65026,1,Return
Common_ItemSkill_Bracelet_T4_Target_Lv1,66000,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Target_Lv2,66001,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Target_Lv3,66002,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Target_Lv4,66003,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Caster_Lv1,66004,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Caster_Lv2,66005,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Caster_Lv3,66006,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Caster_Lv4,66007,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Laser_Lv1,66008,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Laser_Lv2,66009,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Laser_Lv3,66010,1,Surging Rage
Common_ItemSkill_Bracelet_T4_Laser_Lv4,66011,1,Surging Rage
Common_Vehicle_0001_Slot1,66100,1,
Common_Vehicle_0001_Slot2,66101,1,
Common_Vehicle_0001_Slot3,66102,1,
Common_Vehicle_0001_Slot4,66103,1,
Quest_WeirdAnimal145_Buff,70003,1,
Quest_MadTrainee171_Buff,70005,1,
Quest_MadTrainee171_Powerup,70006,1,
Quest_Awakening212_Dot,70009,1,
Quest_MagneticEnergy239_MagneticEnergy,70015,1,Phantom Grip
Quest_MagneticEnergy239_MagneticEnergyBack,70016,1,Phantom Push
Quest_ChunggakAttack109_Death,70019,1,
Quest_351_stun,70022,1,
Quest_351_powerup,70023,1,
Quest_448_slow,70027,1,
Quest_101_stoneskin,70034,1,
Quest_Heal_Test_Lv1,70042,1,Small HP Recovery
Quest_Heal_Test_Lv2,70043,1,HP Recovery
Gadget_BombA_Damage_Lv1,80000,1,Throw Time Bomb
Gadget_BombA_Damage_Lv2,80001,1,Throw Time Bomb
Gadget_BombA_Damage_Lv3,80002,1,Throw Time Bomb
Gadget_PotA_Damage_Lv1,80003,1,Throw Jar
Gadget_PotA_Damage_Lv2,80004,1,Throw Jar
Gadget_PotA_Damage_Lv3,80005,1,Throw Jar
Gadget_PotA_Damage_Lv4,80006,1,Throw Jar
Gadget_ClubA_Damage_Lv1,80007,1,Swing Club
Gadget_ClubA_Damage_Lv2,80008,1,Swing Club
Gadget_BowA_Damage_Lv1,80009,1,Shoot Arrow
Gadget_ShortswordA_Damage_Lv1,80010,1,Throw Knife
Gadget_Healpot_Heal_Lv1,80011,1,Throw Tincture
Gadget_SlowswordA_Damage_Lv1,80012,1,Swing One-handed Sword
Gadget_TimebombA_Damage_Lv1,80013,1,Throw Time Bomb
Gadget_Kangsi_Damage_Lv1,80014,1,Throw Bloody Jiangshi Corpse
Gadget_Firewood_Damage_Lv1,80015,1,Throw Firewood
Gadget_Torchlight_Damage_Lv1,80016,1,Throw Torch
Gadget_StoneA_Damage_Lv1,80017,1,Throw Stone
Gadget_BombA2_Damage_Lv1,80018,1,Throw Bomb
Gadget_WaterpotA_Damage_Lv1,80019,1,Throw Rainwater Jar
Gadget_Bone_Damage_Lv1,80020,1,Throw Human Bone
Gadget_Sesamepot_Damage_Lv1,80021,1,Throw Sesame Jar
Gadget_Pastepot_Buff_Lv1,80022,1,Use Bait
Gadget_WaterpotB_Damage_Lv1,80023,1,Throw Water Jar
Gadget_Q_OneHand_BombA_Damage_Lv1,80024,1,Throw Time Bomb
Gadget_Test_Rope_stun_Lv1,80025,1,Use Rope
Gadget_Test_Rifle_Damage_Lv1,80026,1,Shoot Rifle
Gadget_Test_Revolver_Damage_Lv1,80027,1,Shoot Pistol
Gadget_Q_Hades_Lantern_Damage_Lv1,80028,1,Throw Spirit Realm Lantern
Gadget_Q_Ground_SeedA_Damage_Lv1,80029,1,Throw Terra Seed
Gadget_Q_YeopSan_BagA_Damage_Lv1,80030,1,Throw Yupchon&apos;s Bag
Gadget_OneHand_BombA_Damage_Lv12,80031,1,Throw Time Bomb
Gadget_TwoHand_RockColum_Damage_Lv28,80032,1,Throw Stone Pillar
Gadget_OneHand_DarkCrazyTribeCloth_Lv23,80033,1,Throw Grimhorn Weapon
Gadget_TwoHand_Flylizard_Lantern_Lv4,80034,1,Throw Stone Lantern
Gadget_OneHand_TimeBombA_Lv13,80035,1,Throw Time Bomb
Gadget_OneHand_RopeA_Lv15,80036,1,Use Rope
Gadget_TwoHand_RifleA_Lv15,80037,1,Shoot Rifle
BladeMaster_Sword_fireDragon_Lv1,100000,1,Searing Sword Force
BladeMaster_Sword_lightningDragon_Lv1,100001,1,Raging Dragon Tail
BladeMaster_G1_MasterSkill_1,100002,1,Storm Surge
BladeMaster_G1_MasterSkill_1_batto,100003,1,Storm Surge
BladeMaster_G1_MasterSkill_1_boom1,100004,1,Searing Edge
BladeMaster_G1_MasterSkill_1_boom2,100005,1,Searing Edge
BladeMaster_G1_MasterSkill_1_boom3,100006,1,Lightning Edge
BladeMaster_G1_MasterSkill_1_boom1_batto,100007,1,Searing Edge
BladeMaster_G1_MasterSkill_1_boom2_batto,100008,1,Searing Edge
BladeMaster_G1_MasterSkill_1_boom3_batto,100009,1,Lightning Edge
BladeMaster_G2_MasterSkill_1,100010,1,Storm Surge
BladeMaster_G2_MasterSkill_1_batto,100011,1,Storm Surge
BladeMaster_G2_MasterSkill_1_boom1,100012,1,Searing Edge
BladeMaster_G2_MasterSkill_1_boom2,100013,1,Searing Edge
BladeMaster_G2_MasterSkill_1_boom3,100014,1,Lightning Edge
BladeMaster_G2_MasterSkill_1_boom1_batto,100015,1,Searing Edge
BladeMaster_G2_MasterSkill_1_boom2_batto,100016,1,Searing Edge
BladeMaster_G2_MasterSkill_1_boom3_batto,100017,1,Lightning Edge
BladeMaster_MasterSkill_2_COMBO1,100020,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO2,100021,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO3,100022,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO4,100023,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO5,100024,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO1_sword,100025,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO2_sword,100026,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO3_sword,100027,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO4_sword,100028,1,Lightning Surge
BladeMaster_MasterSkill_2_COMBO5_sword,100029,1,Lightning Surge
BladeMaster_G1_B7_Sword_fireDragon_Lv1,100030,1,Searing Sword Force
BladeMaster_G2_B8_Sword_lightningDragon_Lv1,100031,1,Raging Dragon Tail
BladeMaster_G1_Sword_Rushing_Wind_Lv1,101000,1,Breeze
BladeMaster_G1_Sword_Rushing_Wind_NoneTarget_Lv1,101001,1,Breeze
BladeMaster_G1_Sword_Rushing_Wind_NoneTarget_Move_Lv1,101002,1,Breeze
BladeMaster_G1_Sword_Rushing_Wind_Lv1_BladeAura,101003,1,Breeze
BladeMaster_G1_Sword_Rushing_Wind_NoneTarget_Lv1_BladeAura,101004,1,Breeze
BladeMaster_G1_Sword_Rushing_Wind_NoneTarget_Move_Lv1_BladeAura,101005,1,Breeze
BladeMaster_G1_Sword_blood_Wind_Lv1,101010,1,Gale
BladeMaster_G1_Sword_blood_Wind_NoneTarget_Lv1,101011,1,Gale
BladeMaster_G1_Sword_blood_Wind_NoneTarget_Move_Lv1,101012,1,Gale
BladeMaster_G1_Sword_blood_Wind_Lv1_BladeAura,101013,1,Gale
BladeMaster_G1_Sword_blood_Wind_NoneTarget_Lv1_BladeAura,101014,1,Gale
BladeMaster_G1_Sword_blood_Wind_NoneTarget_Move_Lv1_BladeAura,101015,1,Gale
BladeMaster_G1_Sword_storm_wind_Lv1,101020,1,Storm
BladeMaster_G1_Sword_storm_wind_NoneTarget_Lv1,101021,1,Storm
BladeMaster_G1_Sword_storm_wind_NoneTarget_Move_Lv1,101022,1,Storm
BladeMaster_G1_Sword_storm_wind_Lv1_BladeAura,101023,1,Storm
BladeMaster_G1_Sword_storm_wind_NoneTarget_Lv1_BladeAura,101024,1,Storm
BladeMaster_G1_Sword_storm_wind_NoneTarget_Move_Lv1_BladeAura,101025,1,Storm
BladeMaster_G1_Sword_stab_Lv1,101030,1,Pierce
BladeMaster_G1_Sword_stab_Lv1_BladeAura,101031,1,Pierce
BladeMaster_G1_Batto_batto_Lv1,101040,1,Flicker
BladeMaster_G1_Batto_Batto_Combo1_Lv1,101041,1,Flicker
BladeMaster_G1_Batto_Batto_Combo2_Lv1,101042,1,Flicker
BladeMaster_G1_Batto_Batto_Combo3_Lv1,101043,1,Flicker
BladeMaster_G1_Batto_batto_Lv1_BladeAura,101044,1,Flicker
BladeMaster_G1_Batto_Batto_Combo1_Lv1_BladeAura,101045,1,Flicker
BladeMaster_G1_Batto_Batto_Combo2_Lv1_BladeAura,101046,1,Flicker
BladeMaster_G1_Batto_Batto_Combo3_Lv1_BladeAura,101047,1,Flicker
BladeMaster_G1_Batto_FireSmash_Lv1,101050,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_combo1_Lv1,101051,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_combo2_Lv1,101052,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_combo3_Lv1,101053,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_Lv1_BladeAura,101054,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_combo1_Lv1_BladeAura,101055,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_combo2_Lv1_BladeAura,101056,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_combo3_Lv1_BladeAura,101057,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_Lv1,101058,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_combo1_Lv1,101059,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_combo2_Lv1,101060,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_combo3_Lv1,101061,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_Lv1_BladeAura,101062,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_combo1_Lv1_BladeAura,101063,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_combo2_Lv1_BladeAura,101064,1,Dragontongue
BladeMaster_G1_Batto_FireSmash_FD_combo3_Lv1_BladeAura,101065,1,Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_Lv1,101080,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_combo1_Lv1,101081,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_combo2_Lv1,101082,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_combo3_Lv1,101083,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_Lv1,101084,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_combo2_Lv1,101085,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_combo3_Lv1,101086,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_combo4_Lv1,101087,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_Lv1_BladeAura,101088,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_combo1_Lv1_BladeAura,101089,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_combo2_Lv1_BladeAura,101090,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_combo3_Lv1_BladeAura,101091,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_Lv1_BladeAura,101092,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_combo2_Lv1_BladeAura,101093,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_combo3_Lv1_BladeAura,101094,1,Awakened Dragontongue
BladeMaster_G1_Batto_soulmask_FireSmash_FD_combo4_Lv1_BladeAura,101095,1,Awakened Dragontongue
BladeMaster_G1_Sword_Upper_Hack_Lv1,101110,1,Cyclone
BladeMaster_G1_Sword_Upper_Hack_Rush_Lv1,101111,1,Cyclone
BladeMaster_G1_Sword_take_wing_Lv1,101120,1,Rising Eagle
BladeMaster_G1_Sword_ascension_Lv1,101130,1,Ascend
BladeMaster_G1_Sword_air_six_combo_slash_Lv1,101140,1,Heavenly Dance
BladeMaster_G1_Sword_crash_Lv1,101150,1,Crash
BladeMaster_G1_Sword_Body_Blade_Unity_Lv1,101160,1,Flying Sparrow
BladeMaster_G1_Sword_Body_Blade_Unity_Hidden_Lv1,101161,1,Flying Sparrow
BladeMaster_G1_Sword_Body_Blade_Unity_big_Lv1,101162,1,Flying Sparrow
BladeMaster_G1_Sword_Body_Blade_Unity_Hidden_big_Lv1,101163,1,Flying Sparrow
BladeMaster_G1_Sword_Body_Blade_Unity_Lv1_BladeAura,101164,1,Flying Sparrow
BladeMaster_G1_Sword_Body_Blade_Unity_Hidden_Lv1_BladeAura,101165,1,Flying Sparrow
BladeMaster_G1_Sword_Body_Blade_Unity_big_Lv1_BladeAura,101166,1,Flying Sparrow
BladeMaster_G1_Sword_Body_Blade_Unity_Hidden_big_Lv1_BladeAura,101167,1,Flying Sparrow
BladeMaster_G1_Sword_LightningSmash_Lv1,101170,1,Divine Retribution
BladeMaster_G1_Sword_LightningSmash_Lv1_BladeAura,101171,1,Divine Retribution
BladeMaster_G1_Sword_blocking_Lv1,101180,1,Block
BladeMaster_G1_Sword_blocking_Lv1_Bubble,101190,1,Winged Protector
BladeMaster_G1_Batto_blocking_Lv1_Bubble,101191,1,Winged Protector
BladeMaster_G1_Sword_rush_Lv1,101200,1,Rush
BladeMaster_G1_Sword_rush_Lv1_BladeAura,101201,1,Rush
BladeMaster_G1_Batto_rush_Lv1,101205,1,Raid
BladeMaster_G1_Batto_rush_hidden_Lv1,101206,1,Raid
BladeMaster_G1_Batto_rush_Lv1_BladeAura,101207,1,Raid
BladeMaster_G1_Batto_rush_hidden_Lv1_BladeAura,101208,1,Raid
BladeMaster_G1_Batto_six_combo_slash_Lv1,101210,1,Five Point Strike
BladeMaster_G1_Batto_six_combo_slash_hidden_Lv1,101211,1,Five Point Strike
BladeMaster_G1_Batto_six_combo_slash_Lv1_BladeAura,101212,1,Five Point Strike
BladeMaster_G1_Batto_six_combo_slash_hidden_Lv1_BladeAura,101213,1,Five Point Strike
BladeMaster_G1_Sword_turning_strike_Lv1,101220,1,Anklebiter
BladeMaster_G1_Sword_turning_strike_Lv1_BladeAura,101221,1,Anklebiter
BladeMaster_G1_Sword_mach_slash_Lv1,101225,1,Lightning Draw
BladeMaster_G1_Batto_mach_slash_Lv1,101226,1,Lightning Draw
BladeMaster_G1_Sword_full_moon_slash_Lv1,101230,1,Lunar Slash
BladeMaster_G1_Batto_full_moon_slash_Lv1,101231,1,Lunar Slash
BladeMaster_G1_Sword_full_moon_slash_Lv1_BladeAura,101232,1,Lunar Slash
BladeMaster_G1_Batto_full_moon_slash_Lv1_BladeAura,101233,1,Lunar Slash
BladeMaster_G1_Sword_flying_swallow_sword_Lv1,101240,1,Soaring Falcon
BladeMaster_G1_Sword_flying_swallow_sword_Lv1_BladeAura,101241,1,Soaring Falcon
BladeMaster_G1_Batto_strike_cut_Lv1,101250,1,Sundering Sword
BladeMaster_G1_Batto_strike_cut_Lv1_BladeAura,101251,1,Sundering Sword
BladeMaster_G1_Sword_Soul_EndSoul_Lv1,101260,1,Blitzblade Scourge
BladeMaster_G1_Batto_Soul_EndSoul_Lv1,101261,1,Blitzblade Scourge
BladeMaster_G1_Sword_FrontKick_Lv1,101270,1,Boot
BladeMaster_G1_Sword_Soul_GuardSoulBlade_Lv1,101280,1,Warding Spirit
BladeMaster_G1_Batto_Soul_DisturbSoulBlade_Lv1,101290,1,Blade Storm
BladeMaster_G1_Sword_Upper_ShoulderCharge_Lv1,101300,1,Shoulder Charge
BladeMaster_G1_Sword_Upper_ShoulderCharge_Lv1_BladeAura,101301,1,Shoulder Charge
BladeMaster_G1_Sword_spin_Lv1,101310,1,Dual Strike
BladeMaster_G1_Sword_spin_Lv1_BladeAura,101311,1,Dual Strike
BladeMaster_G1_Sword_Soul_LightningSoulBlade_Lv1,101320,1,Lightning Rod
BladeMaster_G1_Batto_Soul_LightningSoulBlade_Lv1,101321,1,Lightning Rod
BladeMaster_G1_Sword_Soul_DiffusionSoul_Lv1,101330,1,Phoenix Wing
BladeMaster_G1_Sword_Soul_mount_Lv1,101331,1,Flock of Blades
BladeMaster_G1_Sword_Soul_inhalation_Lv1,101332,1,Flock of Blades
BladeMaster_G1_Sword_Soul_catch_Lv1,101333,1,Flock of Blades
BladeMaster_G1_Sword_Soul_inhalation-catch_Lv1,101334,1,Flock of Blades
BladeMaster_G1_Batto_Pierce_Lv1,101340,1,Flash Step
BladeMaster_G1_Batto_Pierce_Combo1_Lv1,101341,1,Flash Step
BladeMaster_G1_Batto_Pierce_Combo2_Lv1,101342,1,Flash Step
BladeMaster_G1_Batto_Pierce_Lv1_BladeAura,101343,1,Flash Step
BladeMaster_G1_Batto_Pierce_Combo1_Lv1_BladeAura,101344,1,Flash Step
BladeMaster_G1_Batto_Pierce_Combo2_Lv1_BladeAura,101345,1,Flash Step
BladeMaster_G1_Sword_Soul_RotateSoulBlade_Lv1,101360,1,Whirling Scourge
BladeMaster_G1_Batto_Soul_RotateSoulBlade_Lv1,101361,1,Whirling Scourge
BladeMaster_G1_Batto_FireDragonSpin_Lv1,101370,1,Burning Whirl
BladeMaster_G1_Batto_WindMoon_Lv1,101380,1,Dual Strike
BladeMaster_G1_Batto_FreezingSword_Lv1,101390,1,Freezing Blade
BladeMaster_G1_Batto_FreezingSword_Lv1_BladeAura,101391,1,Freezing Blade
BladeMaster_G1_Sword_firemoon_Lv1_Lv1,101400,1,Dragon Flash
BladeMaster_G1_Sword_firemoon_Lv1_Lv1_BladeAura,101401,1,Dragon Flash
BladeMaster_G1_Batto_Blocking_Lv1_Lv1,101410,1,Violent Blade
BladeMaster_G1_Sword_upper_slash_Lv1,101420,1,Take Flight
BladeMaster_G1_Sword_upper_slash_Lv1_Passive,101421,1,Lightning Draw
BladeMaster_G1_Sword_upper_slash_Phantom_Lv1,101422,1,Take Flight
BladeMaster_G1_Sword_upper_slash_Lv1_BladeAura,101423,1,Take Flight
BladeMaster_G1_Sword_upper_slash_Lv1_Passive_BladeAura,101424,1,Lightning Draw
BladeMaster_G1_Sword_upper_slash_Phantom_Lv1_BladeAura,101425,1,Take Flight
BladeMaster_G1_Sword_circle_fireslash_Lv1,101430,1,Crackling Blade
BladeMaster_G1_Sword_circle_fireslash_hid1_Lv1,101431,1,Crackling Blade
BladeMaster_G1_Batto_circle_fireslash_Lv1,101432,1,Crackling Blade
BladeMaster_G1_Batto_circle_fireslash_hid1_Lv1,101433,1,Crackling Blade
BladeMaster_G1_Sword_escape_Lv1,101440,1,Second Wind
BladeMaster_G1_Sword_escape_inhalation-catch_Lv1,101441,1,Second Wind
BladeMaster_G1_Sword_escape_catch_Lv1,101442,1,Second Wind
BladeMaster_G1_Sword_escape_mount_Lv1,101443,1,Second Wind
BladeMaster_G1_Sword_escape_fast_Lv1,101444,1,Second Wind
BladeMaster_G1_Sword_BackwardRoll_Lv1,101450,1,Retreat
BladeMaster_G1_Sword_legslash_Lv1,101460,1,Whirl
BladeMaster_G1_Sword_legslash_Lv1_BladeAura,101461,1,Whirl
BladeMaster_G1_Sword_DownCounter_Standby_Lv1,101470,1,Counterstrike
BladeMaster_G1_Sword_DownCounter_Exec_Lv1,101471,1,Counterstrike
BladeMaster_G1_Sword_DownCounter_Exec_Hidden_Lv1,101472,1,Counterstrike
BladeMaster_G1_Sword_DownCounter_Standby_Lv1_BladeAura,101473,1,Counterstrike
BladeMaster_G1_Sword_DownCounter_Exec_Lv1_BladeAura,101474,1,Counterstrike
BladeMaster_G1_Sword_DownCounter_Exec_Hidden_Lv1_BladeAura,101475,1,Counterstrike
BladeMaster_G1_Sword_blocking_Down_Lv1,101480,1,Perseverance
BladeMaster_G1_Sword_Linked_Attack_inhalation-catch_Lv1,101490,1,Thrash
BladeMaster_G1_Sword_Linked_Attack_catch_Lv1,101491,1,Thrash
BladeMaster_G1_Sword_Linked_Attack_inhalation_Lv1,101492,1,Thrash
BladeMaster_G1_Sword_Linked_Escape_inhalation-catch_Lv1,101500,1,Reversal
BladeMaster_G1_Sword_Linked_Escape_catch_Lv1,101501,1,Reversal
BladeMaster_G1_Sword_Linked_Escape_inhalation_Lv1,101502,1,Reversal
BladeMaster_G1_Sword_Linked_Escape_mount_Lv1,101503,1,Reversal
BladeMaster_G1_Sword_Linked_Escape_inhalation-catch_Lv1_hid,101504,1,Reversal
BladeMaster_G1_Sword_Linked_Escape_catch_Lv1_hid,101505,1,Reversal
BladeMaster_G1_Sword_Linked_Escape_inhalation_Lv1_hid,101506,1,Reversal
BladeMaster_G1_Sword_Linked_Escape_mount_Lv1_hid,101507,1,Reversal
BladeMaster_G1_Sword_counterattack1_Lv1,101510,1,Blindside
BladeMaster_G1_Batto_counterattack1_Lv1,101511,1,Blindside
BladeMaster_G1_Sword_counterattack1_big_Lv1,101512,1,Blindside
BladeMaster_G1_Batto_counterattack1_big_Lv1,101513,1,Blindside
BladeMaster_G1_Sword_counterattack2_Lv1,101520,1,Strafe
BladeMaster_G1_Batto_counterattack2_Lv1,101521,1,Strafe
BladeMaster_G1_Sword_counterattack2_big_Lv1,101522,1,Strafe
BladeMaster_G1_Batto_counterattack2_big_Lv1,101523,1,Strafe
BladeMaster_G1_Sword_back_dash_Lv1,101530,1,Evade
BladeMaster_G1_Batto_back_dash_Lv1,101531,1,Evade
BladeMaster_G1_Batto_back_dash_escape_Lv1,101532,1,Evade
BladeMaster_G1_Passive_Default_Lv1,101540,1,Enhance
BladeMaster_G1_Sword_Taunt_Lv1,101550,1,War Cry
BladeMaster_G1_Passive_Level_60_Lv1,101560,1,Empowered Blade
BladeMaster_G2_Batto_batto_Lv1,102000,1,Flicker
BladeMaster_G2_Batto_Batto_LD_Lv1,102001,1,Flicker
BladeMaster_G2_Batto_VitalSlash_Lv1,102010,1,Honed Slash
BladeMaster_G2_Batto_VitalSlash_HD_Lv1,102011,1,Honed Slash
BladeMaster_G2_Batto_Soulmask_VitalSlash_Lv1_1,102060,1,Awakened Honed Slash
BladeMaster_G2_Batto_Soulmask_VitalSlash_Lv1_2,102061,1,Awakened Honed Slash
BladeMaster_G2_Sword_Soul_DiffusionSoul_Lv1,102080,1,Blade Call
BladeMaster_G2_Sword_Soul_mount_Lv1,102081,1,Flock of Blades
BladeMaster_G2_Sword_Soul_inhalation_Lv1,102082,1,Flock of Blades
BladeMaster_G2_Sword_Soul_catch_Lv1,102083,1,Flock of Blades
BladeMaster_G2_Sword_Soul_inhalation-catch_Lv1,102084,1,Flock of Blades
BladeMaster_G2_Batto_FlashSword_Lv1,102090,1,Flash Step
Blademaster_G2_Batto_HeadSlash_Lv1,102100,1,Fatal Blade
Blademaster_G2_Batto_CutSpace_Lv1,102120,1,Shockwave Blade
Blademaster_G2_Batto_BloodDrawing_Lv1,102130,1,Bleeding Edge
Blademaster_G2_Batto_Ten_BloodDrawing_Lv1,102140,1,One Strike, Ten Cuts
Blademaster_G2_Batto_Ten_BloodDrawing_Lv1_S20,102141,1,One Strike, Ten Cuts
BladeMaster_G2_Sword_full_moon_slash_Lv1,102150,1,Lunar Slash
BladeMaster_G2_Batto_full_moon_slash_Lv1,102151,1,Lunar Slash
BladeMaster_G2_Sword_spin_Lv1,102160,1,Dual Strike
BladeMaster_G2_Batto_Pierce_Lv1,102170,1,Flash Step
BladeMaster_G2_Batto_Pierce_Combo1_Lv1,102171,1,Flash Step
BladeMaster_G2_Batto_Pierce_Combo2_Lv1,102172,1,Flash Step
BladeMaster_G2_Sword_mach_slash_Lv1,102180,1,Lightning Draw
BladeMaster_G2_Batto_mach_slash_Lv1,102181,1,Lightning Draw
BladeMaster_G2_Batto_Soul_DisturbSoulBlade_Lv1,102190,1,Blade Storm
BladeMaster_G2_Batto_Blocking_Lv1_Lv1,102200,1,Violent Blade
